1.9999285	0.62502676	-0.21619205	-0.4469042	0.03744796	-0.059275687	-0.14192069	0.28482798	0.07901338	0.3180418
2.3251095	0.78969175	-0.3343713	-0.45592132	0.027650991	-0.06522191	-0.1829583	0.4289539	-0.1049337	0.27466264
1.4922076	0.5102593	-0.17139351	-0.29726905	0.12515986	-0.08719374	-0.0036818683	0.13098869	0.06414401	0.30316752
4.120684	1.3794839	-0.59250885	-0.8025574	0.0650006	0.021535704	-0.29764697	0.6412307	-0.15196814	0.6734889
2.848852	0.6678248	-0.4093995	-0.6154743	-0.06017242	0.027721507	-0.39973682	0.45556673	-0.095314495	0.38575554
2.9861326	0.7019421	-0.39390492	-0.6779705	-0.16598803	0.059907347	-0.52248913	0.57261103	-0.039384097	0.34895426
4.4053383	1.3211159	-0.6334464	-0.90882874	-0.07861284	0.05949034	-0.49277204	0.72030544	-0.07680576	0.7335119
2.107833	0.67582697	-0.22760725	-0.45068523	0.038748324	-0.06039706	-0.123730235	0.2957773	0.067658275	0.34399736
2.0753229	0.64732206	-0.24470486	-0.41967317	0.042915378	-0.04666335	-0.09868129	0.2550437	0.041529503	0.38925704
3.492858	0.96796924	-0.4869607	-0.7956648	-0.05475959	0.016715512	-0.4369444	0.58588314	-0.071716964	0.50283
1.360008	0.47113442	-0.14692856	-0.28900334	0.09708423	-0.04331931	-0.13184766	0.18167825	0.04467814	0.20712602
2.1557598	0.55813694	-0.28291965	-0.4486679	0.08709362	-0.07600269	-0.12240536	0.25909388	-0.061680403	0.34034693
3.4047933	0.93216115	-0.43985894	-0.76308656	-0.09648743	0.049170777	-0.4725386	0.58724725	-0.05925846	0.5131341
5.3528438	1.8215109	-0.79082185	-0.98088527	0.013666908	0.036879282	-0.38390437	0.82073206	-0.12978591	0.97662973
2.5028474	0.7505888	-0.28611216	-0.5050343	-0.0028692335	-0.092171006	-0.16443089	0.32997945	-0.020672321	0.41060656
1.5658095	0.48092967	-0.13721958	-0.34759682	0.021383487	-0.10410921	-0.10315283	0.1762969	0.05813623	0.26268488
3.1122737	0.91724634	-0.4260778	-0.62340546	-0.0044509172	-0.010789409	-0.24255839	0.46022898	-0.09682291	0.48315036
3.346884	1.113957	-0.46038538	-0.67085534	0.009813479	0.0020577651	-0.31943387	0.6022745	-0.045461845	0.49669293
2.8854997	0.93045276	-0.37539986	-0.5751242	-0.02289234	0.021886187	-0.33000857	0.49003688	-0.013795525	0.45895568
2.131129	0.5615281	-0.27896816	-0.4605873	-0.028031912	0.0130984355	-0.34069744	0.37757033	-0.02499182	0.26622847
1.9999815	0.6420495	-0.273272	-0.3882297	0.030735254	0.0052693984	-0.21542205	0.28922558	0.017096983	0.34066045
3.3988369	0.91757095	-0.48477584	-0.75486404	-0.13314809	0.07637664	-0.5879556	0.65682	-0.035991985	0.46587244
2.4677963	0.84083885	-0.30507845	-0.49788016	0.0013688122	0.011537569	-0.27796298	0.41269073	0.02902013	0.40766314
3.056708	0.9705726	-0.39631686	-0.6176606	-0.0786813	0.05055311	-0.40070802	0.5521818	-0.0022697449	0.48194137
1.7667103	0.6402083	-0.19736579	-0.35698032	0.062100165	-0.021705972	-0.16848798	0.26476818	0.05176833	0.29658008
4.168136	1.2316211	-0.6266957	-0.73379797	0.008609851	0.010393858	-0.31182927	0.61670643	-0.2164712	0.66536266
4.666047	1.5922955	-0.67902005	-0.96284777	0.054415803	0.010600669	-0.44235238	0.7519869	-0.034977224	0.8182813
3.7097611	1.1225197	-0.5194709	-0.7464105	-0.053581987	0.03809299	-0.44161883	0.64064705	-0.07790792	0.568682
4.5840087	1.5892309	-0.6570936	-0.9465048	-0.025546925	-0.029009137	-0.4249806	0.8534976	-0.08677532	0.6671272
2.1072443	0.721889	-0.27777582	-0.4993691	0.025499377	-0.027495606	-0.25447926	0.4037086	0.077425584	0.24598849
4.0941515	1.302193	-0.53925735	-0.7741	-0.018204894	0.03489707	-0.34674737	0.6535052	-0.11888908	0.66789454
4.023829	1.2791885	-0.5615553	-0.7955465	0.1032909	-0.0197875	-0.2932213	0.58588403	-0.1287411	0.6578348
2.7877574	0.8650573	-0.33957425	-0.56873095	-0.01129239	0.028306987	-0.31077442	0.45692304	-0.024386572	0.43237287
2.1988454	0.7353234	-0.24833581	-0.4489505	0.068757705	-0.010708562	-0.1880294	0.317432	0.0069033056	0.35809463
2.6165488	0.8249374	-0.3186572	-0.5261945	0.044496555	-0.00035994392	-0.24007499	0.39477807	-0.035912354	0.40938717
1.8401762	0.6149327	-0.18245722	-0.39312354	0.017911162	0.013381754	-0.21995327	0.29379934	0.052703064	0.292983
2.9640734	0.9581674	-0.3879641	-0.59881973	0.11317575	-0.028940704	-0.21567015	0.41432878	-0.060193155	0.48164013
2.4656024	0.76499367	-0.31997225	-0.505408	0.0034517732	-0.0074966126	-0.27941775	0.4082412	0.0076331324	0.34716994
2.925675	1.0103157	-0.3474637	-0.63559675	-0.042139053	0.059257764	-0.3811067	0.51664793	0.08008297	0.5078027
1.3855848	0.46379635	-0.12414891	-0.28693125	0.11017031	-0.038180087	-0.09182441	0.1610779	0.021109821	0.21020675
2.5521195	0.6694825	-0.33336645	-0.5693556	-0.003541725	0.019605407	-0.36775786	0.42615217	-0.048337888	0.33488438
3.280913	1.0457451	-0.4525778	-0.68596464	-0.011488267	0.023253918	-0.3970923	0.559219	-0.013573281	0.5245308
4.269459	1.3038262	-0.58369887	-0.82060176	-0.05618286	0.045764666	-0.42255518	0.68580306	-0.12782416	0.6985747
2.381373	0.6972542	-0.2821123	-0.4717815	-0.041363154	-0.046871465	-0.25941163	0.34611574	-0.05036676	0.34700876
3.7884789	1.2168552	-0.50872266	-0.7440406	0.05393052	0.0030212742	-0.3043561	0.57476485	-0.09591863	0.62238663
2.0373528	0.7042386	-0.22076866	-0.4187858	0.049326282	-0.023321075	-0.24353185	0.36191282	0.014105852	0.30909362
2.4363396	0.77529126	-0.3021513	-0.4967888	0.08071375	-0.031117857	-0.19144212	0.3375288	-0.05223125	0.40140384
4.224006	1.2106942	-0.6358786	-0.7783825	-0.058211047	0.045333784	-0.41856587	0.67460984	-0.18788427	0.65757185
4.0718617	1.3278717	-0.54611397	-0.80769646	0.017460346	0.025916202	-0.36178547	0.64534134	-0.075851165	0.6821772
2.724919	0.9016883	-0.34439182	-0.57463413	0.06641877	-0.005356584	-0.21323313	0.44559717	-0.023886144	0.40901273
2.012984	0.6270703	-0.2692723	-0.3686318	0.0099305315	0.010508239	-0.20664982	0.29398784	-0.008008465	0.3323289
2.9746225	0.8511486	-0.4373552	-0.5684657	-0.025874099	0.029416174	-0.33686176	0.46969977	-0.08280622	0.46034297
3.0999215	0.82168263	-0.4549934	-0.622482	0.10490555	-0.043594148	-0.18767631	0.40910026	-0.119945064	0.4159576
3.792556	1.0852175	-0.56302	-0.7328489	-0.09672729	0.06820032	-0.4645826	0.64227605	-0.109345816	0.5899399
3.6059837	1.1011559	-0.5074192	-0.63321567	-0.08575976	0.05837543	-0.34658265	0.5859994	-0.11477994	0.5909819
1.469793	0.54344785	-0.17804778	-0.23392928	0.105056144	-0.036505062	-0.039193336	0.1458474	0.013356249	0.28027835
3.236531	1.0942984	-0.44859728	-0.5873348	-0.014111797	0.034329187	-0.27915332	0.50083685	-0.029757574	0.58241117
3.0496223	0.9547885	-0.44739223	-0.5485205	0.06348536	-0.012257755	-0.21464346	0.42163315	-0.10142782	0.5110727
3.7238514	1.1988479	-0.5306389	-0.67745286	-0.042416494	0.046402562	-0.3398732	0.59107393	-0.079709195	0.6422524
3.193327	0.944798	-0.48981038	-0.5839713	0.09853401	-0.032133937	-0.2171346	0.42476878	-0.14968604	0.50948995
1.8418478	0.5664713	-0.19324403	-0.3771324	-0.031123605	0.027029779	-0.17441885	0.29162708	0.08422118	0.2668186
1.488286	0.49907088	-0.15483828	-0.3088577	0.098286904	-0.034794517	-0.040539037	0.1632552	0.08268857	0.22798856
2.3938713	0.63468266	-0.2964955	-0.4679646	-0.043175697	0.024832103	-0.22108066	0.3757427	-0.021477614	0.30961314
2.2595508	0.6560853	-0.2635654	-0.4543764	-0.055384755	0.037378404	-0.22646447	0.3689731	0.041405506	0.31811115
3.5545125	0.972819	-0.51330173	-0.7286743	0.012646402	0.007967694	-0.31580517	0.54182166	-0.08835182	0.4987338
2.7303948	0.8473726	-0.34591824	-0.5313227	0.014780538	0.007516069	-0.18127057	0.4010373	0.004147436	0.42002758
3.1479545	0.8703658	-0.4395521	-0.634632	0.01907495	0.0021095276	-0.2562405	0.4685576	-0.067055136	0.44029996
3.5715506	0.8275295	-0.50228477	-0.7335908	-0.17472036	0.08710803	-0.48949507	0.64489895	-0.11244428	0.42714944
3.4537709	1.0223244	-0.4467743	-0.6386261	-0.08161603	0.049740493	-0.27570745	0.5571238	-0.06163868	0.516828
2.1893723	0.6997013	-0.26255092	-0.44975758	0.037555557	-0.001550981	-0.15001406	0.31117776	0.059940368	0.3390716
2.3236926	0.67829865	-0.295481	-0.46334574	0.0497646	-0.014097282	-0.14463024	0.31794736	-0.0029427537	0.3305736
2.3690984	0.49345878	-0.38648963	-0.49492946	0.0257169	-0.0074463985	-0.33634153	0.35146117	-0.13416147	0.27685076
2.6311748	0.81433266	-0.37053385	-0.48338905	0.0041643977	0.015847623	-0.25188798	0.3940617	-0.047994763	0.43510914
